"id","city_name","county_id","state_id"
1,"Aaronsburg",2254,39
2,"Abbeville",1523,25
3,"Abbeville",1119,19
4,"Abbeville",28,1
5,"Abbeville",388,11
6,"Abbeville",2405,42
7,"Abbot",1221,20
8,"Abbotsford",3080,51
9,"Abbott",2612,45
10,"Abbottstown",2255,39
11,"Abbyville",893,17
12,"Abell",1197,21
13,"Abercrombie",1762,35
14,"Aberdeen",2451,43
15,"Aberdeen",2052,36
16,"Aberdeen",1198,21
17,"Aberdeen",998,18
18,"Aberdeen",3041,49
19,"Aberdeen",1661,34
20,"Aberdeen",652,13
21,"Aberdeen",1524,25
22,"Aberdeen Proving Ground",1198,21
23,"Abernant",29,1
24,"Abernathy",2613,45
25,"Abie",1815,28
26,"Abilene",2614,45
27,"Abilene",894,17
28,"Abingdon",2895,48
29,"Abingdon",1198,21
30,"Abingdon",697,14
31,"Abington",1183,22
32,"Abington",308,7
33,"Abington",2256,39
34,"Abiquiu",1940,32
35,"Abita Springs",1120,19
36,"Abrams",3081,51
37,"Absaraka",1763,35
38,"Absarokee",1605,27
39,"Absecon",1918,31
40,"Acampo",185,5
41,"Accident",1199,21
42,"Accokeek",1200,21
43,"Accomac",2896,48
44,"Accord",1990,33
45,"Accord",1183,22
46,"Accoville",3153,50
47,"Ace",2615,45
48,"Achille",2141,37
49,"Achilles",2897,48
50,"Ackerly",2616,45
51,"Ackerman",1525,25
52,"Ackermanville",2257,39
53,"Ackley",552,16
54,"Ackworth",553,16
55,"Acme",1238,23
56,"Acme",2258,39
57,"Acme",3042,49
58,"Acme",1121,19
59,"Acosta",2259,39
60,"Acra",1991,33
61,"Acton",1606,27
62,"Acton",1184,22
63,"Acton",1222,20
64,"Acton",186,5
65,"Acushnet",1185,22
66,"Acworth",1908,30
67,"Acworth",389,11
68,"Acworth",390,11
69,"Ada",2142,37
70,"Ada",2053,36
71,"Ada",1239,23
72,"Ada",1321,24
73,"Adah",2260,39
74,"Adair",698,14
75,"Adair",554,16
76,"Adair",2143,37
77,"Adairsville",391,11
78,"Adairville",999,18
79,"Adak",1,2
80,"Adamant",3027,47
81,"Adams",1000,18
82,"Adams",2144,37
83,"Adams",3082,51
84,"Adams",1322,24
85,"Adams",1186,22
86,"Adams",2218,38
87,"Adams",2517,44
88,"Adams",1992,33
89,"Adams",1764,35
90,"Adams",1816,28
91,"Adams Basin",1993,33
92,"Adams Center",1992,33
93,"Adams Run",2406,42
94,"Adamsburg",2258,39
95,"Adamstown",1201,21
96,"Adamstown",2261,39
97,"Adamsville",2262,39
98,"Adamsville",30,1
99,"Adamsville",2518,44
100,"Adamsville",2400,41
101,"Adamsville",2054,36
102,"Addieville",699,14
103,"Addington",2145,37
104,"Addis",1122,19
105,"Addison",31,1
106,"Addison",700,14
107,"Addison",2617,45
108,"Addison",1223,20
109,"Addison",1240,23
110,"Addison",2259,39
111,"Addison",1994,33
112,"Addy",3043,49
113,"Addyston",2055,36
114,"Adel",2219,38
115,"Adel",392,11
116,"Adel",555,16
117,"Adelanto",187,5
118,"Adell",3083,51
119,"Adelphi",2056,36
120,"Adelphia",1919,31
121,"Adena",2057,36
122,"Adger",30,1
123,"Adin",188,5
124,"Adirondack",1995,33
125,"Adjuntas",2322,40
126,"Adkins",2618,45
127,"Admire",895,17
128,"Adna",3044,49
129,"Adolph",1323,24
130,"Adolphus",1001,18
131,"Adona",95,4
132,"Adrian",393,11
133,"Adrian",2619,45
134,"Adrian",1408,26
135,"Adrian",1324,24
136,"Adrian",1240,23
137,"Adrian",2263,39
138,"Adrian",3154,50
139,"Adrian",2220,38
140,"Advance",800,15
141,"Advance",1409,26
142,"Advance",1662,34
143,"Advent",3155,50
144,"Afton",1325,24
145,"Afton",1241,23
146,"Afton",2898,48
147,"Afton",2146,37
148,"Afton",2519,44
149,"Afton",3209,52
150,"Afton",556,16
151,"Afton",3084,51
152,"Afton",2620,45
153,"Afton",1996,33
154,"Agar",2452,43
155,"Agate",1765,35
156,"Agate",243,6
157,"Agawam",1187,22
158,"Agency",557,16
159,"Agency",1410,26
160,"Agenda",896,17
161,"Ages Brookside",1002,18
162,"Agness",2221,38
163,"Agoura Hills",186,5
164,"Agra",897,17
165,"Agra",2147,37
166,"Agua Dulce",2621,45
167,"Aguada",2323,40
168,"Aguadilla",2324,40
169,"Aguanga",189,5
170,"Aguas Buenas",2325,40
171,"Aguila",170,3
172,"Aguilar",244,6
173,"Aguirre",2326,40
174,"Ah Gwah Ching",1326,24
175,"Ahmeek",1242,23
176,"Ahoskie",1663,34
177,"Ahsahka",653,13
178,"Ahwahnee",190,5
179,"Aibonito",2327,40
180,"Aiea",548,12
181,"Aiken",2622,45
182,"Aiken",2407,42
183,"Ailey",394,11
184,"Aimwell",1123,19
185,"Ainsworth",558,16
186,"Ainsworth",1817,28
187,"Airville",2264,39
188,"Airway Heights",3045,49
189,"Aitkin",1327,24
190,"Ajo",171,3
191,"Akaska",2453,43
192,"Akeley",1328,24
193,"Akers",1124,19
194,"Akiachak",2,2
195,"Akiak",2,2
196,"Akin",701,14
197,"Akron",559,16
198,"Akron",245,6
199,"Akron",2058,36
200,"Akron",2261,39
201,"Akron",32,1
202,"Akron",1997,33
203,"Akron",1243,23
204,"Akron",801,15
205,"Akutan",3,2
206,"Alabaster",33,1
207,"Alachua",320,10
208,"Aladdin",3210,52
209,"Alakanuk",4,2
210,"Alamance",1664,34
211,"Alameda",191,5
212,"Alamo",192,5
213,"Alamo",802,15
214,"Alamo",2520,44
215,"Alamo",1766,35
216,"Alamo",2623,45
217,"Alamo",1973,29
218,"Alamo",395,11
219,"Alamogordo",1941,32
220,"Alamosa",246,6
221,"Alanreed",2624,45
222,"Alanson",1244,23
223,"Alapaha",396,11
224,"Alba",1245,23
225,"Alba",2265,39
226,"Alba",1411,26
227,"Alba",2625,45
228,"Albany",1003,18
229,"Albany",2141,37
230,"Albany",702,14
231,"Albany",2626,45
232,"Albany",803,15
233,"Albany",1125,19
234,"Albany",2059,36
235,"Albany",1412,26
236,"Albany",1998,33
237,"Albany",191,5
238,"Albany",2222,38
239,"Albany",1329,24
240,"Albany",3028,47
241,"Albany",3085,51
242,"Albany",397,11
243,"Albemarle",1665,34
244,"Albers",703,14
245,"Albert",898,17
246,"Albert",2148,37
247,"Albert City",560,16
248,"Albert Lea",1330,24
249,"Alberta",34,1
250,"Alberta",1331,24
251,"Alberta",2899,48
252,"Alberton",1607,27
253,"Albertson",1666,34
254,"Albertson",1999,33
255,"Albertville",1332,24
256,"Albertville",35,1
257,"Albia",561,16
258,"Albin",3211,52
259,"Albion",2000,33
260,"Albion",1246,23
261,"Albion",654,13
262,"Albion",2401,41
263,"Albion",2149,37
264,"Albion",1224,20
265,"Albion",804,15
266,"Albion",3046,49
267,"Albion",704,14
268,"Albion",1818,28
269,"Albion",562,16
270,"Albion",2266,39
271,"Albion",193,5
272,"Alborn",1323,24
273,"Albright",3156,50
274,"Albrightsville",2267,39
275,"Albuquerque",1942,32
276,"Alburgh",3029,47
277,"Alburnett",563,16
278,"Alburtis",2268,39
279,"Alcalde",1940,32
280,"Alcester",2454,43
281,"Alcoa",2521,44
282,"Alcolu",2408,42
283,"Alcova",3212,52
284,"Alcove",1998,33
285,"Alda",1819,28
286,"Alden",1245,23
287,"Alden",705,14
288,"Alden",552,16
289,"Alden",1330,24
290,"Alden",1997,33
291,"Alden",899,17
292,"Alder",1608,27
293,"Alder Creek",2001,33
294,"Alderpoint",194,5
295,"Alderson",2150,37
296,"Alderson",3157,50
297,"Aldie",2900,48
298,"Aldrich",1413,26
299,"Aldrich",1333,24
300,"Aledo",706,14
301,"Aledo",2627,45
302,"Aleknagik",5,2
303,"Aleppo",2269,39
304,"Alex",2151,37
305,"Alexander",1767,35
306,"Alexander",707,14
307,"Alexander",1667,34
308,"Alexander",96,4
309,"Alexander",2002,33
310,"Alexander",564,16
311,"Alexander",900,17
312,"Alexander City",36,1
313,"Alexandria",1820,28
314,"Alexandria",2901,48
315,"Alexandria",2522,44
316,"Alexandria",805,15
317,"Alexandria",2455,43
318,"Alexandria",2270,39
319,"Alexandria",1126,19
320,"Alexandria",1004,18
321,"Alexandria",1414,26
322,"Alexandria",2902,48
323,"Alexandria",1334,24
324,"Alexandria",37,1
325,"Alexandria",2060,36
326,"Alexandria Bay",1992,33
327,"Alexis",1668,34
328,"Alexis",706,14
329,"Alford",321,10
330,"Alfred",2003,33
331,"Alfred",1222,20
332,"Alfred Station",2003,33
333,"Alger",2053,36
334,"Alger",1247,23
335,"Algodones",1943,32
336,"Algoma",3086,51
337,"Algoma",1526,25
338,"Algona",565,16
339,"Algonac",1248,23
340,"Algonquin",705,14
341,"Alhambra",186,5
342,"Alhambra",708,14
343,"Alice",2628,45
344,"Aliceville",38,1
345,"Alicia",97,4
346,"Alief",2629,45
347,"Aline",2152,37
348,"Aliquippa",2271,39
349,"Aliso Viejo",195,5
350,"Alix",98,4
351,"Alkol",3158,50
352,"Allakaket",6,2
353,"Allamuchy",1920,31
354,"Allardt",2523,44
355,"Alledonia",2061,36
356,"Alleene",99,4
357,"Allegan",1249,23
358,"Allegany",2223,38
359,"Allegany",2004,33
360,"Alleghany",196,5
361,"Alleman",566,16
362,"Allen",2630,45
363,"Allen",1250,23
364,"Allen",2456,43
365,"Allen",1202,21
366,"Allen",1005,18
367,"Allen",1821,28
368,"Allen",2142,37
369,"Allen",895,17
370,"Allen Junction",3159,50
371,"Allen Park",1251,23
372,"Allendale",1921,31
373,"Allendale",1415,26
374,"Allendale",709,14
375,"Allendale",1252,23
376,"Allendale",2409,42
377,"Allenhurst",398,11
378,"Allenhurst",1919,31
379,"Allenport",2272,39
380,"Allenspark",247,6
381,"Allensville",1006,18
382,"Allensville",2273,39
383,"Allenton",1248,23
384,"Allenton",1416,26
385,"Allenton",3087,51
386,"Allentown",1919,31
387,"Allentown",2268,39
388,"Allentown",2003,33
389,"Allentown",399,11
390,"Allenwood",2274,39
391,"Allenwood",1919,31
392,"Allerton",567,16
393,"Allerton",710,14
394,"Alleyton",2631,45
395,"Allgood",39,1
396,"Alliance",1822,28
397,"Alliance",1669,34
398,"Alliance",2062,36
399,"Alligator",1527,25
400,"Allison",568,16
401,"Allison",2260,39
402,"Allison",2632,45
403,"Allison Park",2275,39
404,"Allons",2524,44
405,"Allouez",1242,23
406,"Alloway",1922,31
407,"Alloy",3160,50
408,"Allport",2276,39
409,"Allred",2524,44
410,"Allston",1188,22
411,"Allyn",3047,49
412,"Alma",3088,51
413,"Alma",1253,23
414,"Alma",400,11
415,"Alma",901,17
416,"Alma",248,6
417,"Alma",2003,33
418,"Alma",40,1
419,"Alma",1417,26
420,"Alma",1823,28
421,"Alma",3161,50
422,"Alma",711,14
423,"Alma",100,4
424,"Alma Center",3089,51
425,"Almelund",1335,24
426,"Almena",3090,51
427,"Almena",902,17
428,"Almira",3048,49
429,"Almo",654,13
430,"Almo",1007,18
431,"Almond",3091,51
432,"Almond",2003,33
433,"Almond",1670,34
434,"Almont",1768,35
435,"Almont",249,6
436,"Almont",1254,23
437,"Almyra",101,4
438,"Alna",1225,20
439,"Alpaugh",197,5
440,"Alpena",2457,43
441,"Alpena",102,4
442,"Alpena",1255,23
443,"Alpha",1256,23
444,"Alpha",1336,24
445,"Alpha",2063,36
446,"Alpha",1003,18
447,"Alpha",712,14
448,"Alpharetta",401,11
449,"Alpine",3209,52
450,"Alpine",41,1
451,"Alpine",2866,46
452,"Alpine",2005,33
453,"Alpine",172,3
454,"Alpine",2524,44
455,"Alpine",103,4
456,"Alpine",1921,31
457,"Alpine",198,5
458,"Alpine",2633,45
459,"Alplaus",2006,33
460,"Alsea",2224,38
461,"Alsen",1769,35
462,"Alsey",713,14
463,"Alsip",714,14
464,"Alstead",1909,30
465,"Alston",394,11
466,"Alta",199,5
467,"Alta",560,16
468,"Alta",3213,52
469,"Alta Vista",569,16
470,"Alta Vista",901,17
471,"Altadena",186,5
472,"Altair",2631,45
473,"Altamahaw",1664,34
474,"Altamont",2525,44
475,"Altamont",2867,46
476,"Altamont",903,17
477,"Altamont",715,14
478,"Altamont",1418,26
479,"Altamont",1998,33
480,"Altamonte Springs",322,10
481,"Altaville",200,5
482,"Altavista",2903,48
483,"Altenburg",1419,26
484,"Altha",323,10
485,"Altheimer",104,4
486,"Altmar",2007,33
487,"Alto",402,11
488,"Alto",1239,23
489,"Alto",1944,32
490,"Alto",2634,45
491,"Alto Pass",716,14
492,"Alton",2008,33
493,"Alton",30,1
494,"Alton",708,14
495,"Alton",1420,26
496,"Alton",904,17
497,"Alton",1910,30
498,"Alton",2904,48
499,"Alton",570,16
500,"Alton",2868,46
501,"Alton Bay",1910,30
502,"Altona",2009,33
503,"Altona",697,14
504,"Altonah",2867,46
505,"Altoona",566,16
506,"Altoona",3092,51
507,"Altoona",42,1
508,"Altoona",324,10
509,"Altoona",2277,39
510,"Altoona",905,17
511,"Altura",1337,24
512,"Alturas",188,5
513,"Alturas",325,10
514,"Altus",2153,37
515,"Altus",98,4
516,"Altus Afb",2153,37
517,"Alum Bank",2278,39
518,"Alum Bridge",3162,50
519,"Alum Creek",3163,50
520,"Alva",2154,37
521,"Alva",3210,52
522,"Alva",326,10
523,"Alvada",2064,36
524,"Alvadore",2225,38
525,"Alvarado",1338,24
526,"Alvarado",2635,45
527,"Alvaton",1008,18
528,"Alverda",2279,39
529,"Alverton",2258,39
530,"Alvin",2636,45
531,"Alvin",710,14
532,"Alviso",201,5
533,"Alvo",1824,28
534,"Alvord",571,16
535,"Alvord",2637,45
536,"Alvordton",2065,36
537,"Alzada",1609,27
538,"Ama",1127,19
539,"Amado",173,3
540,"Amador City",202,5
541,"Amagansett",2010,33
542,"Amagon",105,4
543,"Amalia",1945,32
544,"Amana",572,16
545,"Amanda",2066,36
546,"Amanda Park",3041,49
547,"Amargosa Valley",1974,29
548,"Amarillo",2638,45
549,"Amarillo",2639,45
550,"Amasa",1256,23
551,"Amawalk",2011,33
552,"Amazonia",1421,26
553,"Amber",2151,37
554,"Amberg",3093,51
555,"Amberson",2280,39
556,"Ambia",806,15
557,"Ambler",2256,39
558,"Ambler",7,2
559,"Amboy",807,15
560,"Amboy",187,5
561,"Amboy",1339,24
562,"Amboy",3049,49
563,"Amboy",717,14
564,"Ambridge",2271,39
565,"Ambrose",1770,35
566,"Ambrose",403,11
567,"Amelia",1128,19
568,"Amelia",2067,36
569,"Amelia",1825,28
570,"Amelia Court House",2905,48
571,"Amenia",1763,35
572,"Amenia",2012,33
573,"American Canyon",203,5
574,"American Falls",655,13
575,"American Fork",2866,46
576,"Americus",404,11
577,"Americus",895,17
578,"Americus",405,11
579,"Amery",3094,51
580,"Ames",2155,37
581,"Ames",573,16
582,"Ames",1826,28
583,"Amesbury",1189,22
584,"Amesville",2059,36
585,"Amherst",1827,28
586,"Amherst",250,6
587,"Amherst",1911,30
588,"Amherst",2458,43
589,"Amherst",2906,48
590,"Amherst",3091,51
591,"Amherst",2640,45
592,"Amherst",2068,36
593,"Amherst",1190,22
594,"Amherst Junction",3091,51
595,"Amherstdale",3153,50
596,"Amidon",1771,35
597,"Amigo",3159,50
598,"Amissville",2907,48
599,"Amistad",1946,32
600,"Amite",1124,19
601,"Amity",103,4
602,"Amity",2226,38
603,"Amity",2272,39
604,"Amity",1422,26
605,"Amityville",2010,33
606,"Amlin",2069,36
607,"Amma",3164,50
608,"Ammon",2908,48
609,"Amo",808,15
610,"Amonate",2909,48
611,"Amoret",1408,26
612,"Amorita",2152,37
613,"Amory",1524,25
614,"Amsterdam",2013,33
615,"Amsterdam",2057,36
616,"Amsterdam",1408,26
617,"Amston",309,7
618,"Anabel",1423,26
619,"Anacoco",1129,19
620,"Anaconda",1610,27
621,"Anacortes",3050,49
622,"Anadarko",2148,37
623,"Anaheim",195,5
624,"Anahola",549,12
625,"Anahuac",2641,45
626,"Anaktuvuk Pass",8,2
627,"Analomink",2281,39
628,"Anamoose",1772,35
629,"Anamosa",574,16
630,"Anasco",2328,40
631,"Anatone",3051,49
632,"Anawalt",3165,50
633,"Anchor",718,14
634,"Anchor Point",9,2
635,"Anchorage",10,2
636,"Anchorville",1248,23
637,"Ancona",719,14
638,"Ancram",2014,33
639,"Ancramdale",2014,33
640,"Andale",906,17
641,"Andalusia",43,1
642,"Andalusia",720,14
643,"Anderson",2410,42
644,"Anderson",204,5
645,"Anderson",11,2
646,"Anderson",2642,45
647,"Anderson",44,1
648,"Anderson",1424,26
649,"Anderson",805,15
650,"Anderson Island",3052,49
651,"Andersonville",2526,44
652,"Andersonville",405,11
653,"Andes",2015,33
654,"Andover",1226,20
655,"Andover",2459,43
656,"Andover",1923,31
657,"Andover",575,16
658,"Andover",2910,48
659,"Andover",1340,24
660,"Andover",1912,30
661,"Andover",2003,33
662,"Andover",712,14
663,"Andover",907,17
664,"Andover",1189,22
665,"Andover",2070,36
666,"Andover",309,7
667,"Andreas",2282,39
668,"Andrew",576,16
669,"Andrews",809,15
670,"Andrews",2411,42
671,"Andrews",2643,45
672,"Andrews",1671,34
673,"Andrews Air Force Base",1200,21
674,"Aneta",1773,35
675,"Aneth",2869,46
676,"Angel Fire",1947,32
677,"Angela",1611,27
678,"Angeles",2329,40
679,"Angelica",2003,33
680,"Angels Camp",200,5
681,"Angelus Oaks",187,5
682,"Angie",1130,19
683,"Angier",1672,34
684,"Angle Inlet",1341,24
685,"Angleton",2636,45
686,"Angola",1131,19
687,"Angola",810,15
688,"Angola",1997,33
689,"Angoon",12,2
690,"Angora",1323,24
691,"Angora",1828,28
692,"Anguilla",1528,25
693,"Angwin",203,5
694,"Aniak",2,2
695,"Animas",1948,32
696,"Anita",2283,39
697,"Anita",577,16
698,"Aniwa",3095,51
699,"Ankeny",566,16
700,"Anmoore",3166,50
701,"Ann Arbor",1257,23
702,"Anna",2071,36
703,"Anna",2630,45
704,"Anna",716,14
705,"Anna Maria",327,10
706,"Annabella",2870,46
707,"Annada",1425,26
708,"Annandale",1924,31
709,"Annandale",1332,24
710,"Annandale",2902,48
711,"Annandale On Hudson",2012,33
712,"Annapolis",1203,21
713,"Annapolis",205,5
714,"Annapolis",721,14
715,"Annapolis",1426,26
716,"Annapolis Junction",1204,21
717,"Annawan",712,14
718,"Annemanie",34,1
719,"Anniston",1427,26
720,"Anniston",37,1
721,"Annona",2644,45
722,"Annville",2284,39
723,"Annville",1009,18
724,"Anoka",1340,24
725,"Anselmo",1829,28
726,"Ansley",1829,28
727,"Anson",1227,20
728,"Anson",2645,45
729,"Ansonia",2072,36
730,"Ansonia",310,7
731,"Ansonville",1673,34
732,"Ansted",3160,50
733,"Antelope",2227,38
734,"Antelope",206,5
735,"Antelope",1612,27
736,"Antes Fort",2285,39
737,"Anthon",578,16
738,"Anthony",328,10
739,"Anthony",1949,32
740,"Anthony",2646,45
741,"Anthony",908,17
742,"Antigo",3096,51
743,"Antimony",2871,46
744,"Antioch",2527,44
745,"Antioch",722,14
746,"Antioch",192,5
747,"Antler",1774,35
748,"Antlers",2149,37
749,"Antoine",106,4
750,"Anton",2647,45
751,"Anton",245,6
752,"Anton Chico",1950,32
753,"Antonito",251,6
754,"Antrim",1911,30
755,"Antwerp",2073,36
756,"Antwerp",1992,33
757,"Anvik",6,2
758,"Anza",189,5
759,"Apache",2148,37
760,"Apache Junction",174,3
761,"Apalachicola",329,10
762,"Apalachin",2016,33
763,"Apex",1674,34
764,"Apison",2528,44
765,"Aplington",568,16
766,"Apollo",2258,39
767,"Apollo Beach",330,10
768,"Apopka",331,10
769,"Appalachia",2910,48
770,"Apple Creek",2074,36
771,"Apple Grove",3167,50
772,"Apple River",723,14
773,"Apple Springs",2648,45
774,"Apple Valley",187,5
775,"Applegate",199,5
776,"Applegate",1258,23
777,"Appleton",2017,33
778,"Appleton",3097,51
779,"Appleton",3053,49
780,"Appleton",1342,24
781,"Appleton City",1428,26
782,"Appling",406,11
783,"Appomattox",2911,48
784,"Aptos",207,5
785,"Apulia Station",2018,33
786,"Aquasco",1200,21
787,"Aquashicola",2267,39
788,"Aquebogue",2010,33
789,"Aquilla",2612,45
790,"Arab",35,1
791,"Arabi",407,11
792,"Arabi",1132,19
793,"Aragon",408,11
794,"Aragon",1951,32
795,"Aransas Pass",2649,45
796,"Arapaho",2156,37
797,"Arapahoe",1669,34
798,"Arapahoe",252,6
799,"Arapahoe",3214,52
800,"Arapahoe",1830,28
801,"Ararat",1675,34
802,"Ararat",2912,48
803,"Arbela",1429,26
804,"Arboles",253,6
805,"Arbon",655,13
806,"Arbovale",3168,50
807,"Arbuckle",208,5
808,"Arbyrd",1430,26
809,"Arcade",2019,33
810,"Arcadia",1133,19
811,"Arcadia",1259,23
812,"Arcadia",579,16
813,"Arcadia",909,17
814,"Arcadia",2412,42
815,"Arcadia",811,15
816,"Arcadia",186,5
817,"Arcadia",2279,39
818,"Arcadia",1426,26
819,"Arcadia",3098,51
820,"Arcadia",1831,28
821,"Arcadia",2075,36
822,"Arcadia",332,10
823,"Arcadia",2157,37
824,"Arcanum",2072,36
825,"Arcata",194,5
826,"Arch Cape",2228,38
827,"Archbald",2286,39
828,"Archbold",2076,36
829,"Archer",1832,28
830,"Archer",320,10
831,"Archer",580,16
832,"Archer City",2650,45
833,"Archibald",1134,19
834,"Archie",1431,26
835,"Arco",656,13
836,"Arco",1343,24
837,"Arcola",2900,48
838,"Arcola",812,15
839,"Arcola",724,14
840,"Arcola",2256,39
841,"Arcola",1432,26
842,"Arcola",1529,25
843,"Arctic Village",6,2
844,"Ardara",2258,39
845,"Arden",2020,33
846,"Arden",1667,34
847,"Ardenvoir",3054,49
848,"Ardmore",45,1
849,"Ardmore",2256,39
850,"Ardmore",2158,37
851,"Ardmore",2529,44
852,"Ardsley",2011,33
853,"Ardsley On Hudson",2011,33
854,"Arecibo",2330,40
855,"Aredale",568,16
856,"Arena",3099,51
857,"Arenas Valley",1952,32
858,"Arendtsville",2255,39
859,"Arenzville",725,14
860,"Argenta",726,14
861,"Argillite",1010,18
862,"Argonia",910,17
863,"Argonne",3100,51
864,"Argos",813,15
865,"Argusville",1763,35
866,"Argyle",409,11
867,"Argyle",581,16
868,"Argyle",2651,45
869,"Argyle",1258,23
870,"Argyle",3101,51
871,"Argyle",1433,26
872,"Argyle",2021,33
873,"Argyle",1338,24
874,"Argyle",333,10
875,"Ariel",3055,49
876,"Arimo",657,13
877,"Arion",582,16
878,"Aripeka",334,10
879,"Arispe",556,16
880,"Aristes",2287,39
881,"Ariton",46,1
882,"Arivaca",171,3
883,"Arizona City",174,3
884,"Arjay",1011,18
885,"Ark",2897,48
886,"Arkabutla",1530,25
887,"Arkadelphia",103,4
888,"Arkansas City",107,4
889,"Arkansas City",911,17
890,"Arkansaw",3102,51
891,"Arkdale",3082,51
892,"Arkoma",2159,37
893,"Arkport",1994,33
894,"Arkville",2015,33
895,"Arlee",1613,27
896,"Arley",31,1
897,"Arlington",3103,51
898,"Arlington",893,17
899,"Arlington",3030,47
900,"Arlington",170,3
901,"Arlington",1833,28
902,"Arlington",3056,49
903,"Arlington",583,16
904,"Arlington",1184,22
905,"Arlington",1012,18
906,"Arlington",2075,36
907,"Arlington",2229,38
908,"Arlington",254,6
909,"Arlington",34,1
910,"Arlington",2530,44
911,"Arlington",1344,24
912,"Arlington",2913,48
913,"Arlington",410,11
914,"Arlington",2460,43
915,"Arlington",727,14
916,"Arlington",814,15
917,"Arlington",2652,45
918,"Arlington Heights",1184,22
919,"Arlington Heights",714,14
920,"Arma",909,17
921,"Armada",1260,23
922,"Armagh",2279,39
923,"Armbrust",2258,39
924,"Armington",728,14
925,"Arminto",3212,52
926,"Armona",209,5
927,"Armonk",2011,33
928,"Armorel",108,4
929,"Armour",2461,43
930,"Armstrong",2653,45
931,"Armstrong",584,16
932,"Armstrong",1434,26
933,"Armstrong",710,14
934,"Armstrong Creek",3100,51
935,"Armuchee",411,11
936,"Arnaudville",1135,19
937,"Arnegard",1767,35
938,"Arnett",2160,37
939,"Arnett",3169,50
940,"Arnold",1261,23
941,"Arnold",1203,21
942,"Arnold",200,5
943,"Arnold",912,17
944,"Arnold",1829,28
945,"Arnold",1435,26
946,"Arnold A F B",2531,44
947,"Arnolds Park",585,16
948,"Arnoldsburg",3170,50
949,"Arnoldsville",412,11
950,"Arnot",2288,39
951,"Arock",2220,38
952,"Aroda",2914,48
953,"Aroma Park",729,14
954,"Aromas",210,5
955,"Arona",2258,39
956,"Arp",2654,45
957,"Arpin",3104,51
958,"Arrey",1953,32
959,"Arriba",255,6
960,"Arrington",2532,44
961,"Arrington",2898,48
962,"Arrow Rock",1436,26
963,"Arrowsmith",718,14
964,"Arroyo",2331,40
965,"Arroyo Grande",211,5
966,"Arroyo Hondo",1945,32
967,"Arroyo Seco",1945,32
968,"Art",2655,45
969,"Artemas",2278,39
970,"Artemus",1013,18
971,"Artesia",186,5
972,"Artesia",1954,32
973,"Artesia",1531,25
974,"Artesia Wells",2656,45
975,"Artesian",2462,43
976,"Arthur",724,14
977,"Arthur",1834,28
978,"Arthur",1763,35
979,"Arthur",586,16
980,"Arthur",2533,44
981,"Arthur City",2657,45
982,"Arthurdale",3156,50
983,"Artie",3169,50
984,"Artois",212,5
985,"Arvada",256,6
986,"Arvada",3215,52
987,"Arverne",2022,33
988,"Arvilla",1775,35
989,"Arvin",213,5
990,"Arvonia",2915,48
991,"Ary",1014,18
992,"Asbury",3171,50
993,"Asbury",1437,26
994,"Asbury",1924,31
995,"Asbury Park",1919,31
996,"Ascutney",3031,47
997,"Ash",1676,34
998,"Ash Flat",109,4
999,"Ash Fork",175,3
1000,"Ash Grove",1438,26
1001,"Ashaway",2402,41
1002,"Ashburn",1425,26
1003,"Ashburn",413,11
1004,"Ashburn",2900,48
1005,"Ashburnham",1191,22
1006,"Ashby",1345,24
1007,"Ashby",1184,22
1008,"Ashby",1835,28
1009,"Ashcamp",1015,18
1010,"Ashdown",99,4
1011,"Asheboro",1677,34
1012,"Asher",2161,37
1013,"Asher",1016,18
1014,"Asherton",2658,45
1015,"Asheville",1667,34
1016,"Ashfield",1192,22
1017,"Ashfield",2267,39
1018,"Ashford",3052,49
1019,"Ashford",47,1
1020,"Ashford",308,7
1021,"Ashford",3172,50
1022,"Ashippun",3105,51
1023,"Ashkum",730,14
1024,"Ashland",1913,30
1025,"Ashland",3106,51
1026,"Ashland",1439,26
1027,"Ashland",1017,18
1028,"Ashland",1184,22
1029,"Ashland",2230,38
1030,"Ashland",1228,20
1031,"Ashland",48,1
1032,"Ashland",2282,39
1033,"Ashland",1991,33
1034,"Ashland",2916,48
1035,"Ashland",1136,19
1036,"Ashland",1611,27
1037,"Ashland",1836,28
1038,"Ashland",913,17
1039,"Ashland",725,14
1040,"Ashland",2077,36
1041,"Ashland",1532,25
1042,"Ashland City",2534,44
1043,"Ashley",815,15
1044,"Ashley",699,14
1045,"Ashley",2078,36
1046,"Ashley",1253,23
1047,"Ashley",1776,35
1048,"Ashley Falls",1186,22
1049,"Ashmore",731,14
1050,"Ashtabula",2070,36
1051,"Ashton",1837,28
1052,"Ashton",3167,50
1053,"Ashton",717,14
1054,"Ashton",2463,43
1055,"Ashton",587,16
1056,"Ashton",658,13
1057,"Ashton",1205,21
1058,"Ashuelot",1909,30
1059,"Ashville",2289,39
1060,"Ashville",2023,33
1061,"Ashville",49,1
1062,"Ashville",2079,36
1063,"Ashwood",2231,38
1064,"Askov",1346,24
1065,"Asotin",3051,49
1066,"Aspen",257,6
1067,"Aspermont",2659,45
1068,"Aspers",2255,39
1069,"Aspinwall",582,16
1070,"Assaria",914,17
1071,"Assawoman",2896,48
1072,"Assonet",1185,22
1073,"Assumption",732,14
1074,"Astatula",324,10
1075,"Aston",2290,39
1076,"Astor",324,10
1077,"Astoria",2464,43
